#TYPE Microsoft.ActiveDirectory.Management.ADComputer
"DistinguishedName","DNSHostName","Enabled","Name","ObjectClass","ObjectGUID","SamAccountName","SID","UserPrincipalName"
"CN=CBBATCH15,OU=MT,OU=QTM,OU=Servers,DC=atl,DC=careerbuilder,DC=com","CBBATCH15.atl.careerbuilder.com","True","CBBATCH15","computer","30224c44-72df-43c6-8329-46253c8692a9","CBBATCH15$","S-1-5-21-839522115-261903793-1417001333-18214",
"CN=DOCTORCL,OU=Clusters,OU=DB Servers,DC=atl,DC=careerbuilder,DC=com","DOCTORCL.atl.careerbuilder.com","True","DOCTORCL","computer","4f2ddcab-1282-4cb0-9a1b-3e413be69fea","DOCTORCL$","S-1-5-21-839522115-261903793-1417001333-18459",
"CN=REBELSOLRTN1,OU=Linux,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","rebelsolrnt1.atl.careerbuilder.com","True","REBELSOLRTN1","computer","994828cf-23a1-41b3-8bad-3e2a95ee1787","rebelsolrtn1$","S-1-5-21-839522115-261903793-1417001333-15384",
"CN=BEARSOLRTN2,OU=Linux,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","bearsolrtn2.atl.carerbuilder.com","True","BEARSOLRTN2","computer","720c02cf-8db0-4ca4-b4c4-85c8865d3d93","bearsolrtn2$","S-1-5-21-839522115-261903793-1417001333-16379",
"CN=DPIMAIL2Q,OU=DPI,OU=QTM,OU=Servers,DC=atl,DC=careerbuilder,DC=com","DPIMAIL2Q.atl.careerbuilder.com","True","DPIMAIL2Q","computer","6994b5fa-09cb-4c31-a3e9-a505f7c0d7fa","DPIMAIL2Q$","S-1-5-21-839522115-261903793-1417001333-6623",
"CN=CBBATCH9,OU=MT,OU=QTM,OU=Servers,DC=atl,DC=careerbuilder,DC=com","CBBATCH9.atl.careerbuilder.com","True","CBBATCH9","computer","67169be3-8580-4db5-9d77-e0b90018c348","CBBATCH9$","S-1-5-21-839522115-261903793-1417001333-18766",
"CN=ODSWAR,OU=Clusters,OU=DB Servers,DC=atl,DC=careerbuilder,DC=com","ODSWAR.atl.careerbuilder.com","True","ODSWAR","computer","51075f14-25d9-4767-ad1a-8187bca85f62","ODSWAR$","S-1-5-21-839522115-261903793-1417001333-18474",
"CN=ATEDRONE01,OU=Stratus,OU=DEV,OU=Servers,DC=atl,DC=careerbuilder,DC=com","ATEDRONE01.atl.careerbuilder.com","True","ATEDRONE01","computer","73529a2a-006a-44cd-ad84-02a8f5ac53a4","ATEDRONE01$","S-1-5-21-839522115-261903793-1417001333-19480",
"CN=QTWDSRV1CL,OU=Clusters,OU=DB Servers,DC=atl,DC=careerbuilder,DC=com","QTWDSRV1CL.atl.careerbuilder.com","True","QTWDSRV1CL","computer","1c50dcd0-c956-4327-a26b-1918bd87b7fb","QTWDSRV1CL$","S-1-5-21-839522115-261903793-1417001333-17738",
"CN=PIREPORT1,OU=DEV,OU=Servers,DC=atl,DC=careerbuilder,DC=com","PIREPORT1.atl.careerbuilder.com","True","PIREPORT1","computer","9b01b749-560b-4800-884b-5dbb25a25d0c","PIREPORT1$","S-1-5-21-839522115-261903793-1417001333-10782",
"CN=REBELASYNC05,OU=MT,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","REBELASYNC05.atl.careerbuilder.com","True","REBELASYNC05","computer","b94dbe7c-819d-4d72-a468-e3aa954d22a0","REBELASYNC05$","S-1-5-21-839522115-261903793-1417001333-15237",
"CN=BEARSTAPI5,OU=Web,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","BEARSTAPI5.atl.careerbuilder.com","True","BEARSTAPI5","computer","eaa93f03-5714-466b-994f-90364418c669","BEARSTAPI5$","S-1-5-21-839522115-261903793-1417001333-16387",
"CN=LUIGISVC6,OU=MT,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","LUIGISVC6.atl.careerbuilder.com","True","LUIGISVC6","computer","4bfa8a88-ad9f-4559-96bb-2c2735ffb71c","LUIGISVC6$","S-1-5-21-839522115-261903793-1417001333-16202",
"CN=CBASYNC203,OU=MT,OU=QTM,OU=Servers,DC=atl,DC=careerbuilder,DC=com","CBASYNC203.atl.careerbuilder.com","True","CBASYNC203","computer","2c8dc156-9673-4d33-b455-d518ae9c6cec","CBASYNC203$","S-1-5-21-839522115-261903793-1417001333-10863",
"CN=BEARJDIO3,OU=MT,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","BEARJDIO3.atl.careerbuilder.com","True","BEARJDIO3","computer","bbeddf84-31da-4be1-95d6-bbe31cd4566b","BEARJDIO3$","S-1-5-21-839522115-261903793-1417001333-9115",
"CN=REBELDOC7,OU=MT,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","REBELDOC7.atl.careerbuilder.com","True","REBELDOC7","computer","dbc80ee9-2cbb-46c1-b41d-edb5566985c8","REBELDOC7$","S-1-5-21-839522115-261903793-1417001333-10334",
"CN=REBELSTAPI1,OU=Web,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","REBELSTAPI1.atl.careerbuilder.com","True","REBELSTAPI1","computer","29b62a65-b44f-4965-aaeb-eb0ba092b263","REBELSTAPI1$","S-1-5-21-839522115-261903793-1417001333-17795",
"CN=BEARDPIBATCH2,OU=DPI,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","beardpibatch2.atl.careerbuilder.com","True","BEARDPIBATCH2","computer","c68f4571-11ba-41fa-b6d7-9458532f3434","BEARDPIBATCH2$","S-1-5-21-839522115-261903793-1417001333-8671",
"CN=BEARSC10,OU=MT,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","BEARSC10.atl.careerbuilder.com","True","BEARSC10","computer","a21bd0c3-bd0f-447b-897e-0453908c786b","BEARSC10$","S-1-5-21-839522115-261903793-1417001333-9270",
"CN=BEARSTAPI18,OU=Web,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","BEARSTAPI18.atl.careerbuilder.com","True","BEARSTAPI18","computer","ce4025fc-bd33-48cf-a2a6-87d22a37f23a","BEARSTAPI18$","S-1-5-21-839522115-261903793-1417001333-15926",
"CN=REBELWS01,OU=Web,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","REBELWS01.atl.careerbuilder.com","True","REBELWS01","computer","a9b16f17-878e-45b3-9e35-ff5cc6e93e23","REBELWS01$","S-1-5-21-839522115-261903793-1417001333-17648",
"CN=REBELRDIO4,OU=MT,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","REBELRDIO4.atl.careerbuilder.com","True","REBELRDIO4","computer","97c43231-4752-4fa8-8364-6d73c6da876b","REBELRDIO4$","S-1-5-21-839522115-261903793-1417001333-3125",
"CN=QTWCTRL1,OU=Clusters,OU=DB Servers,DC=atl,DC=careerbuilder,DC=com","QTWCTRL1.atl.careerbuilder.com","True","QTWCTRL1","computer","b13b66ac-64c5-4204-a8fc-4ff46b8cecee","QTWCTRL1$","S-1-5-21-839522115-261903793-1417001333-15327",
"CN=QTWSC1,OU=Clusters,OU=DB Servers,DC=atl,DC=careerbuilder,DC=com","QTWSC1.atl.careerbuilder.com","True","QTWSC1","computer","29aaeb76-4af4-4bf4-af17-5ea9a8e5f486","QTWSC1$","S-1-5-21-839522115-261903793-1417001333-17779",
"CN=AUTO,OU=Clusters,OU=DB Servers,DC=atl,DC=careerbuilder,DC=com","AUTO.atl.careerbuilder.com","True","AUTO","computer","6fdb84ce-954a-401e-b45b-1e76376a9bb6","AUTO$","S-1-5-21-839522115-261903793-1417001333-19000",
"CN=CBSOASRCHBAT16,OU=MT,OU=QTM,OU=Servers,DC=atl,DC=careerbuilder,DC=com","CBSOASRCHBAT16.atl.careerbuilder.com","True","CBSOASRCHBAT16","computer","7b73a5c5-e545-49f4-ab44-5893c58d7d8a","CBSOASRCHBAT16$","S-1-5-21-839522115-261903793-1417001333-20169",
"CN=CBSOASRCHBAT19,OU=MT,OU=QTM,OU=Servers,DC=atl,DC=careerbuilder,DC=com","CBSOASRCHBAT19.atl.careerbuilder.com","True","CBSOASRCHBAT19","computer","b13e8a38-591c-4c9b-ac27-1e8f6f2acd91","CBSOASRCHBAT19$","S-1-5-21-839522115-261903793-1417001333-20168",
"CN=REBELDOC8,OU=MT,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","REBELDOC8.atl.careerbuilder.com","True","REBELDOC8","computer","596774bb-8e6a-4dde-a3b7-e32a007eb67d","REBELDOC8$","S-1-5-21-839522115-261903793-1417001333-9774",
"CN=REBELSTAPI2,OU=Web,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","REBELSTAPI2.atl.careerbuilder.com","True","REBELSTAPI2","computer","7d351153-276e-4c41-aa8d-b6c56e28c317","REBELSTAPI2$","S-1-5-21-839522115-261903793-1417001333-17798",
"CN=LUIGIBLAST,OU=MT,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","LUIGIBLAST.atl.careerbuilder.com","True","LUIGIBLAST","computer","c93a6434-6fd4-4730-abb3-30ebda3ab4a0","LUIGIBLAST$","S-1-5-21-839522115-261903793-1417001333-15819",
"CN=CBASYNC210,OU=MT,OU=QTM,OU=Servers,DC=atl,DC=careerbuilder,DC=com","CBASYNC210.atl.careerbuilder.com","True","CBASYNC210","computer","87084182-dff2-4170-9041-343d7f498a99","CBASYNC210$","S-1-5-21-839522115-261903793-1417001333-18726",
"CN=WARA,OU=QTM,OU=Nodes,OU=DB Servers,DC=atl,DC=careerbuilder,DC=com","WARA.atl.careerbuilder.com","True","WARA","computer","9273592b-ac3e-44fa-b554-c58fc0bce7e4","WARA$","S-1-5-21-839522115-261903793-1417001333-18460",
"CN=LUIGISVC1,OU=MT,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","LUIGISVC1.atl.careerbuilder.com","True","LUIGISVC1","computer","c5ef5899-ab09-45ee-a968-2f09f56f3e5e","LUIGISVC1$","S-1-5-21-839522115-261903793-1417001333-17622",
"CN=QTM-VASCOIDVM,OU=QTM,OU=Nodes,OU=DB Servers,DC=atl,DC=careerbuilder,DC=com","qtm-vascoidvm.atl.careerbuilder.com","True","QTM-VASCOIDVM","computer","eb5ea540-974c-4d20-8dcb-74dc1505a443","QTM-VASCOIDVM$","S-1-5-21-839522115-261903793-1417001333-18373",
"CN=QTWCTRL1A,OU=WebTier,OU=Nodes,OU=DB Servers,DC=atl,DC=careerbuilder,DC=com","QTWCTRL1A.atl.careerbuilder.com","True","QTWCTRL1A","computer","6b87c346-2972-4a31-b0ad-49e1d4677995","QTWCTRL1A$","S-1-5-21-839522115-261903793-1417001333-17735",
"CN=BEARSTAPI7,OU=Web,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","BEARSTAPI7.atl.careerbuilder.com","True","BEARSTAPI7","computer","c553b4d3-d36c-4695-807f-374ff154a006","BEARSTAPI7$","S-1-5-21-839522115-261903793-1417001333-15918",
"CN=QTMEPO1,OU=Utility,OU=QTM,OU=Servers,DC=atl,DC=careerbuilder,DC=com","QTMEPO1.atl.careerbuilder.com","True","QTMEPO1","computer","52eaf37f-dd5a-4ccb-9544-7111b1b2d577","QTMEPO1$","S-1-5-21-839522115-261903793-1417001333-18519",
"CN=CBSOASRCHBAT18,OU=MT,OU=QTM,OU=Servers,DC=atl,DC=careerbuilder,DC=com","CBSOASRCHBAT18.atl.careerbuilder.com","True","CBSOASRCHBAT18","computer","c067d031-0b53-4e57-94c2-4ba4aad0a5c1","CBSOASRCHBAT18$","S-1-5-21-839522115-261903793-1417001333-22112",
"CN=LUIGIBOBATCH1,OU=BOSS,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","LUIGIBOBATCH1.atl.careerbuilder.com","True","LUIGIBOBATCH1","computer","4b87de4e-e2ad-46c4-899e-61b15e8d7dbf","LUIGIBOBATCH1$","S-1-5-21-839522115-261903793-1417001333-16287",
"CN=CBBATCH11,OU=MT,OU=QTM,OU=Servers,DC=atl,DC=careerbuilder,DC=com","CBBATCH11.atl.careerbuilder.com","True","CBBATCH11","computer","8065fa27-8fed-41da-ad92-3ade0fae6304","CBBATCH11$","S-1-5-21-839522115-261903793-1417001333-18211",
"CN=REBELSC06,OU=MT,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","REBELSC06.atl.careerbuilder.com","True","REBELSC06","computer","888a8b68-6aa0-43e8-8e8d-1db856c80cfe","REBELSC06$","S-1-5-21-839522115-261903793-1417001333-15230",
"CN=CBASYNC225,OU=MT,OU=QTM,OU=Servers,DC=atl,DC=careerbuilder,DC=com","CBASYNC225.atl.careerbuilder.com","True","CBASYNC225","computer","ede5723d-7a5d-4679-8f7c-fff63159e97f","CBASYNC225$","S-1-5-21-839522115-261903793-1417001333-18864",
"CN=DPIBATCH2Q,OU=DPI,OU=QTM,OU=Servers,DC=atl,DC=careerbuilder,DC=com","DPIBATCH2Q.atl.careerbuilder.com","True","DPIBATCH2Q","computer","6438d72b-8a99-4512-82f1-f2ad1e6d8018","DPIBATCH2Q$","S-1-5-21-839522115-261903793-1417001333-7126",
"CN=CBBATCH26,OU=MT,OU=QTM,OU=Servers,DC=atl,DC=careerbuilder,DC=com","CBBATCH26.atl.careerbuilder.com","True","CBBATCH26","computer","0cf4af62-821f-4cc3-b1f3-c85f9b6ed19d","CBBATCH26$","S-1-5-21-839522115-261903793-1417001333-18960",
"CN=LUIGIMAIL11,OU=MT,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","LUIGIMAIL11.atl.careerbuilder.com","True","LUIGIMAIL11","computer","575e7bfe-705e-44d2-aa5e-9a678ac09f36","LUIGIMAIL11$","S-1-5-21-839522115-261903793-1417001333-15703",
"CN=QTMMAP2,OU=Mapping,OU=QTM,OU=Servers,DC=atl,DC=careerbuilder,DC=com","QTMMAP2.atl.careerbuilder.com","True","QTMMAP2","computer","b0f99bb9-e19a-4b40-b566-372fc357a901","QTMMAP2$","S-1-5-21-839522115-261903793-1417001333-10814",
"CN=BEARJDIO19,OU=MT,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","BEARJDIO19.atl.careerbuilder.com","True","BEARJDIO19","computer","7b7b90c7-f052-4e20-8f4b-0d4f2392ea8b","BEARJDIO19$","S-1-5-21-839522115-261903793-1417001333-15611",
"CN=GHQBLAST01B,OU=Windows,OU=DEV,OU=Servers,DC=atl,DC=careerbuilder,DC=com","GHQBLAST01B.atl.careerbuilder.com","True","GHQBLAST01B","computer","46d7b759-f61a-44a0-aab4-68827c3b8897","GHQBLAST01B$","S-1-5-21-839522115-261903793-1417001333-19772",
"CN=BEARSTAPI17,OU=Web,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","BEARSTAPI17.atl.careerbuilder.com","True","BEARSTAPI17","computer","208fae35-a9c7-494e-9712-e3d4996b01cf","BEARSTAPI17$","S-1-5-21-839522115-261903793-1417001333-15925",
"CN=CBASYNC224,OU=MT,OU=QTM,OU=Servers,DC=atl,DC=careerbuilder,DC=com","CBASYNC224.atl.careerbuilder.com","True","CBASYNC224","computer","0c1bb44a-78b0-42b7-af99-cd95d666b749","CBASYNC224$","S-1-5-21-839522115-261903793-1417001333-18301",
"CN=REBELDPIWEB2,OU=DPI,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","REBELDPIWEB2.atl.careerbuilder.com","True","REBELDPIWEB2","computer","0929117c-d54a-45b1-b5ce-528b236d6608","REBELDPIWEB2$","S-1-5-21-839522115-261903793-1417001333-17782",
"CN=REBELRDIO3,OU=MT,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","REBELRDIO3.atl.careerbuilder.com","True","REBELRDIO3","computer","595ea678-7f7b-47cc-8eda-b7fefe972d65","REBELRDIO3$","S-1-5-21-839522115-261903793-1417001333-15328",
"CN=GHQTEST2,OU=DEV,OU=Servers,DC=atl,DC=careerbuilder,DC=com","GHQTEST2.atl.careerbuilder.com","True","GHQTEST2","computer","2ecb92d7-8884-4cf4-a860-99db378afe57","GHQTEST2$","S-1-5-21-839522115-261903793-1417001333-11402",
"CN=PRTG,OU=Utility,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","prtg.atl.careerbuilder.com","True","PRTG","computer","42c801c0-6e22-40d8-a672-02e92aa149ec","PRTG$","S-1-5-21-839522115-261903793-1417001333-5167",
"CN=LUIGIASYNC7,OU=MT,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","LUIGIASYNC7.atl.careerbuilder.com","True","LUIGIASYNC7","computer","53c2b931-308f-43b7-9e4c-ec0247ef2f17","LUIGIASYNC7$","S-1-5-21-839522115-261903793-1417001333-15208",
"CN=REBELLS,OU=Web,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","REBELLS.atl.careerbuilder.com","True","REBELLS","computer","9f733b83-5c25-4a5d-a1f2-a48d10b51029","REBELLS$","S-1-5-21-839522115-261903793-1417001333-15256",
"CN=CBASYNC204,OU=MT,OU=QTM,OU=Servers,DC=atl,DC=careerbuilder,DC=com","CBASYNC204.atl.careerbuilder.com","True","CBASYNC204","computer","20c6a309-3f02-454f-812e-55dea4506142","CBASYNC204$","S-1-5-21-839522115-261903793-1417001333-11510",
"CN=MAILSM3,OU=MT,OU=QTM,OU=Servers,DC=atl,DC=careerbuilder,DC=com","MAILSM3.atl.careerbuilder.com","True","MAILSM3","computer","246ababd-7c5d-4589-a289-587b8a77351a","MAILSM3$","S-1-5-21-839522115-261903793-1417001333-7138",
"CN=REBELASYNC7,OU=MT,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","REBELASYNC7.atl.careerbuilder.com","True","REBELASYNC7","computer","ef58645c-bc13-4a03-af06-20ff4bd634b7","REBELASYNC7$","S-1-5-21-839522115-261903793-1417001333-10333",
"CN=DEVEKM1,OU=DEV,OU=Nodes,OU=DB Servers,DC=atl,DC=careerbuilder,DC=com","DEVEKM1.atl.careerbuilder.com","True","DEVEKM1","computer","8ed85da7-1973-4a6f-9969-d29041387d41","DEVEKM1$","S-1-5-21-839522115-261903793-1417001333-19341",
"CN=CBSOASRCHBAT08,OU=MT,OU=QTM,OU=Servers,DC=atl,DC=careerbuilder,DC=com","CBSOASRCHBAT08.atl.careerbuilder.com","True","CBSOASRCHBAT08","computer","d1454ebe-2531-4ab5-99c3-f9aa5bd4f1f3","CBSOASRCHBAT08$","S-1-5-21-839522115-261903793-1417001333-18347",
"CN=REBELDOC03,OU=MT,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","REBELDOC03.atl.careerbuilder.com","True","REBELDOC03","computer","f947d9d4-2df4-4531-9df9-d10708d0b808","REBELDOC03$","S-1-5-21-839522115-261903793-1417001333-17654",
"CN=QTMBKP3,OU=QTM,OU=Nodes,OU=DB Servers,DC=atl,DC=careerbuilder,DC=com","qtmbkp3.atl.careerbuilder.com","True","QTMBKP3","computer","6df0629e-7174-441f-bd8e-22706c6596f3","QTMBKP3$","S-1-5-21-839522115-261903793-1417001333-10791",
"CN=WARCL,OU=Clusters,OU=DB Servers,DC=atl,DC=careerbuilder,DC=com","WARCL.atl.careerbuilder.com","True","WARCL","computer","0bd60bfc-c465-4691-a0ff-62472dc5b2b4","WARCL$","S-1-5-21-839522115-261903793-1417001333-18467",
"CN=LUIGIJEPROC6,OU=MT,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","LUIGIJEPROC6.atl.careerbuilder.com","True","LUIGIJEPROC6","computer","cce0f8d9-6629-47ac-ba57-b57520b77223","LUIGIJEPROC6$","S-1-5-21-839522115-261903793-1417001333-16193",
"CN=REBELDOC02,OU=MT,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","REBELDOC02.atl.careerbuilder.com","True","REBELDOC02","computer","b2451ccc-1ff6-44af-a911-cd09345d0983","REBELDOC02$","S-1-5-21-839522115-261903793-1417001333-17653",
"CN=LUIGIDPIBLAST1,OU=DPI,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","LUIGIDPIBLAST1.atl.careerbuilder.com","True","LUIGIDPIBLAST1","computer","5ef46665-dbb0-45e9-bc01-601b4c481d46","LUIGIDPIBLAST1$","S-1-5-21-839522115-261903793-1417001333-16295",
"CN=LUIGIJEPROC2,OU=MT,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","LUIGIJEPROC2.atl.careerbuilder.com","True","LUIGIJEPROC2","computer","3573c9d7-cf77-4499-8ec8-e580ee7c9797","LUIGIJEPROC2$","S-1-5-21-839522115-261903793-1417001333-16192",
"CN=CBASYNC213,OU=MT,OU=QTM,OU=Servers,DC=atl,DC=careerbuilder,DC=com","CBASYNC213.atl.careerbuilder.com","True","CBASYNC213","computer","a232358f-8521-4620-9a6c-c8648eb9edcf","CBASYNC213$","S-1-5-21-839522115-261903793-1417001333-18727",
"CN=CBBATCH27,OU=MT,OU=QTM,OU=Servers,DC=atl,DC=careerbuilder,DC=com","CBBATCH27.atl.careerbuilder.com","True","CBBATCH27","computer","a6d19741-e62a-4c7c-ad1f-60a56476d7e2","CBBATCH27$","S-1-5-21-839522115-261903793-1417001333-18391",
"CN=QTMMAP12,OU=MT,OU=QTM,OU=Servers,DC=atl,DC=careerbuilder,DC=com","QTMMAP12.atl.careerbuilder.com","True","QTMMAP12","computer","1035b074-488c-40a4-9c06-cb682b25fde5","QTMMAP12$","S-1-5-21-839522115-261903793-1417001333-22173",
"CN=CBBATCH3,OU=MT,OU=QTM,OU=Servers,DC=atl,DC=careerbuilder,DC=com","CBBATCH3.atl.careerbuilder.com","True","CBBATCH3","computer","1c25fcde-5f56-4ed7-9fc5-c9f870492a0c","CBBATCH3$","S-1-5-21-839522115-261903793-1417001333-18217",
"CN=ODSWARB,OU=ODS,OU=Nodes,OU=DB Servers,DC=atl,DC=careerbuilder,DC=com","ODSWARB.atl.careerbuilder.com","True","ODSWARB","computer","e57238d7-5f47-4597-9c00-7a63305ed054","ODSWARB$","S-1-5-21-839522115-261903793-1417001333-18473",
"CN=ODSMEGA,OU=Clusters,OU=DB Servers,DC=atl,DC=careerbuilder,DC=com","ODSMEGA.atl.careerbuilder.com","True","ODSMEGA","computer","920da78f-8682-4c35-99aa-1a1d7a2729b1","ODSMEGA$","S-1-5-21-839522115-261903793-1417001333-18466",
"CN=CHIPXEHOST,OU=VMWARE,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","chipxehost.Atl.careerbuilder.com","True","CHIPXEHOST","computer","c8789828-15fe-45d7-af5e-b34a5a688437","CHIPXEHOST$","S-1-5-21-839522115-261903793-1417001333-16220",
"CN=CHISC1A,OU=WebTier,OU=Nodes,OU=DB Servers,DC=atl,DC=careerbuilder,DC=com","CHISC1A.atl.careerbuilder.com","True","CHISC1A","computer","59647534-d6d8-44b5-8fd8-0765953a7f5e","CHISC1A$","S-1-5-21-839522115-261903793-1417001333-16356",
"CN=REBELSC08,OU=MT,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","REBELSC08.atl.careerbuilder.com","True","REBELSC08","computer","f1bf4df9-4c27-4774-9214-6c4df8292779","REBELSC08$","S-1-5-21-839522115-261903793-1417001333-17645",
"CN=REBELSPACE,OU=Linux,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","rebelspace.atl.careerbuilder.com","True","REBELSPACE","computer","f3625321-05e4-4e86-a5c3-bc74862b9bfd","rebelspace$","S-1-5-21-839522115-261903793-1417001333-17781",
"CN=BEARDRHOST1,OU=VMWARE,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","beardrhost1.atl.careerbuilder.com","True","BEARDRHOST1","computer","b524774d-e475-42a7-b090-02b7011830ea","BEARDRHOST1$","S-1-5-21-839522115-261903793-1417001333-15724",
"CN=ODSMEGAA,OU=ODS,OU=Nodes,OU=DB Servers,DC=atl,DC=careerbuilder,DC=com","ODSMEGAA.atl.careerbuilder.com","True","ODSMEGAA","computer","c1c37001-245b-413a-90ab-846042c36a4d","ODSMEGAA$","S-1-5-21-839522115-261903793-1417001333-18464",
"CN=CBSOASRCHBAT07,OU=MT,OU=QTM,OU=Servers,DC=atl,DC=careerbuilder,DC=com","CBSOASRCHBAT07.atl.careerbuilder.com","True","CBSOASRCHBAT07","computer","e0a7bd50-7a90-4a00-b87a-f20de10bfabc","CBSOASRCHBAT07$","S-1-5-21-839522115-261903793-1417001333-18410",
"CN=BEARSRCHBAT3,OU=MT,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","BEARSRCHBAT3.atl.careerbuilder.com","True","BEARSRCHBAT3","computer","ca7b9007-1ef5-4fd6-bcf4-8ff4266693de","BEARSRCHBAT3$","S-1-5-21-839522115-261903793-1417001333-15766",
"CN=DEVBUMBLE,OU=Clusters,OU=DB Servers,DC=atl,DC=careerbuilder,DC=com","DEVBUMBLE.atl.careerbuilder.com","False","DEVBUMBLE","computer","a90b4637-4280-4991-a508-adcff387dd81","DEVBUMBLE$","S-1-5-21-839522115-261903793-1417001333-19829",
"CN=REBELJDIO9,OU=MT,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","REBELJDIO9.atl.careerbuilder.com","True","REBELJDIO9","computer","af0f37a8-1a0d-451b-8ef2-3d685523800a","REBELJDIO9$","S-1-5-21-839522115-261903793-1417001333-3224",
"CN=BEARSTAPI16,OU=Web,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","BEARSTAPI16.atl.careerbuilder.com","True","BEARSTAPI16","computer","fa79dd39-17c8-477b-b67a-78c46dade53c","BEARSTAPI16$","S-1-5-21-839522115-261903793-1417001333-15924",
"CN=CBSOASRCHBAT09,OU=MT,OU=QTM,OU=Servers,DC=atl,DC=careerbuilder,DC=com","CBSOASRCHBAT09.atl.careerbuilder.com","True","CBSOASRCHBAT09","computer","406f97f1-8d32-4bb7-a980-5f80b01e8daa","CBSOASRCHBAT09$","S-1-5-21-839522115-261903793-1417001333-18919",
"CN=QTWDSRV1,OU=Clusters,OU=DB Servers,DC=atl,DC=careerbuilder,DC=com","QTWDSRV1.atl.careerbuilder.com","True","QTWDSRV1","computer","48669aff-c834-4772-b479-65bb6ff144c3","QTWDSRV1$","S-1-5-21-839522115-261903793-1417001333-17739",
"CN=CBBATCH13,OU=MT,OU=QTM,OU=Servers,DC=atl,DC=careerbuilder,DC=com","CBBATCH13.atl.careerbuilder.com","True","CBBATCH13","computer","31c96417-7e79-472a-9240-3ade25eaf438","CBBATCH13$","S-1-5-21-839522115-261903793-1417001333-18212",
"CN=CBBATCH22,OU=MT,OU=QTM,OU=Servers,DC=atl,DC=careerbuilder,DC=com","CBBATCH22.atl.careerbuilder.com","True","CBBATCH22","computer","d007a672-b76f-44ff-a420-dededcd1179f","CBBATCH22$","S-1-5-21-839522115-261903793-1417001333-18387",
"CN=ODSOPTIMUSB,OU=ODS,OU=Nodes,OU=DB Servers,DC=atl,DC=careerbuilder,DC=com","ODSOPTIMUSB.atl.careerbuilder.com","True","ODSOPTIMUSB","computer","4636cd6f-df86-488f-9016-ba52126a7a65","ODSOPTIMUSB$","S-1-5-21-839522115-261903793-1417001333-18462",
"CN=LUIGIASYNC9,OU=MT,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","LUIGIASYNC9.atl.careerbuilder.com","True","LUIGIASYNC9","computer","7e8b5f5e-aa0f-46c5-a66a-a2f12458a1c0","LUIGIASYNC9$","S-1-5-21-839522115-261903793-1417001333-15708",
